,STORYNUMBER,CODER,YEAR,PUBLICATIONDATE,URL,PUBLISHER,STORYTYPE,STORYTOPIC,STORYGENERICFRAMESDOMINANT,STORYGENERICFRAMESSECONDARY,STORYEMOTIONALFRAMES,STORYCONTAINSFALSESTATEMENT,STORYCLAIMSANOTHERSOURCEISFALSE,STORYFACTCHECKSTWEET,SENSATIONALISM,src_expert,src_opponent,src_otherpolitician,src_privatecitizen,src_media,src_other,NUMBEROFTWEETSBYCANDIDATES,NUMBEROFTWEETSFROMOTHERS,TWEETBY,TWEETPRESENTATION,TWEETGENERICFRAMESDOMINANT,TWEETGENERICFRAMESSECONDARY,TWEETEMOTIONALFRAMES,TWEETCONTAINSFALSESTATEMENT,TWEETCLAIMSSOMETHINGELSEISFALSE,TWEETTOPIC,TWEETROLETOTHESTORY,STORYROLETOTWEET,filter_$,SRC_TOTAL,PUBLISHERYEAR
226,167.0,2.0,2020,2020-10-06,https://www.cnn.com/2020/10/06/politics/donald-trump-coronavirus-11-days/index.html,cnn,editorial,horserace,conflict,,negative,no,no,no,no,yes,no,yes,no,yes,yes,2.0,0.0,trump,paraphrased,human interest,,positive,no,no,covid,non-primary source,neutral,Selected,4.0,cnn2020
227,167.0,2.0,2020,2020-10-06,https://www.cnn.com/2020/10/06/politics/donald-trump-coronavirus-11-days/index.html,cnn,,,,,,,,,,no,no,no,no,no,no,,0.0,trump,paraphrased,human interest,,positive,no,no,covid,non-primary source,neutral,Selected,0.0,cnn2020
228,168.0,2.0,2020,2020-10-06,https://www.cnn.com/2020/10/06/politics/trump-pfizer-vaccine/index.html,cnn,editorial,covid,conflict,,negative,no,no,no,no,yes,no,no,no,no,yes,1.0,0.0,trump,cited_linked,conflict,,negative,no,no,covid,illustration,neutral,Selected,2.0,cnn2020
229,169.0,2.0,2020,2020-10-06,https://www.cnn.com/2020/10/06/politics/trump-ends-stimulus-talks/index.html,cnn,editorial,policy issue,economic,conflict,negative,no,no,no,no,no,no,yes,no,no,yes,1.0,3.0,trump,paraphrased,economic,,negative,no,no,policy issue,trigger,ctiticizes the tweet,Selected,2.0,cnn2020
230,170.0,2.0,2020,2020-10-06,https://www.cnn.com/2020/10/06/economy/2020-poll-trump-biden-economy/index.html,cnn,editorial,horserace,economic,conflict,negative,no,yes,yes,no,yes,no,no,no,no,no,1.0,0.0,trump,paraphrased,economic,conflict,negative,yes,no,attack,non-primary source,ctiticizes the tweet,Selected,1.0,cnn2020
231,171.0,2.0,2020,2020-10-06,https://www.cnn.com/2020/10/06/politics/trump-flu-covid-lethal-tweet-fact-check/index.html,cnn,editorial,covid,conflict,,negative,no,yes,yes,no,yes,no,no,no,no,no,1.0,0.0,trump,cited_linked,conflict,,negative,yes,no,covid,trigger,ctiticizes the tweet,Selected,1.0,cnn2020
232,172.0,2.0,2020,2020-10-06,https://www.cnn.com/2020/10/06/tech/facebook-trump-covid-flu-false/index.html,cnn,soft news,media,conflict,,negative,no,yes,yes,no,no,no,no,no,no,no,3.0,0.0,trump,paraphrased,conflict,,negative,yes,no,covid,trigger,ctiticizes the tweet,Selected,0.0,cnn2020
233,172.0,2.0,2020,2020-10-06,https://www.cnn.com/2020/10/06/tech/facebook-trump-covid-flu-false/index.html,cnn,,,,,,,,,,no,no,no,no,no,no,,0.0,trump,paraphrased,conflict,,negative,no,yes,covid,trigger,ctiticizes the tweet,Selected,0.0,cnn2020
234,172.0,2.0,2020,2020-10-06,https://www.cnn.com/2020/10/06/tech/facebook-trump-covid-flu-false/index.html,cnn,,,,,,,,,,no,no,no,no,no,no,,0.0,trump,cited_linked,conflict,,negative,no,no,media,trigger,neutral,Selected,0.0,cnn2020
235,173.0,2.0,2020,2020-10-06,https://www.cnn.com/2020/10/06/politics/donald-trump-coronavirus-white-house-biden/index.html,cnn,editorial,attack,conflict,,negative,no,yes,yes,no,yes,yes,no,no,yes,yes,3.0,0.0,trump,paraphrased,human interest,,positive,no,no,covid,trigger,ctiticizes the tweet,Selected,3.0,cnn2020
236,173.0,2.0,2020,2020-10-06,https://www.cnn.com/2020/10/06/politics/donald-trump-coronavirus-white-house-biden/index.html,cnn,,,,,,,,,,no,no,no,no,no,no,,0.0,trump,cited,conflict,,negative,no,no,covid,trigger,ctiticizes the tweet,Selected,0.0,cnn2020
237,173.0,2.0,2020,2020-10-06,https://www.cnn.com/2020/10/06/politics/donald-trump-coronavirus-white-house-biden/index.html,cnn,,,,,,,,,,no,no,no,no,no,no,,0.0,trump,cited_paraphrased,conflict,,positive,yes,no,covid,trigger,ctiticizes the tweet,Selected,0.0,cnn2020
238,174.0,2.0,2020,2020-10-06,https://www.cnn.com/2020/10/05/investing/stock-market-trump-covid/index.html,cnn,soft news,covid,economic,,negative,no,no,no,no,yes,no,no,no,no,yes,1.0,0.0,trump,cited_linked,human interest,,positive,no,no,covid,non-primary source,neutral,Selected,2.0,cnn2020
239,175.0,2.0,2020,2020-10-06,https://www.cnn.com/2020/10/06/opinions/biden-town-hall-checkmates-trump-covid-louis/index.html,cnn,editorial,horserace,conflict,,negative,no,no,no,no,yes,yes,no,no,no,yes,1.0,0.0,trump,cited_linked,human interest,,positive,no,no,covid,trigger,ctiticizes the tweet,Selected,2.0,cnn2020
240,176.0,2.0,2020,2020-10-06,https://www.cnn.com/2020/10/05/politics/donald-trump-coronavirus-2020-campaign-election-walter-reed/index.html,cnn,editorial,covid,conflict,,negative,no,no,no,no,yes,no,yes,no,no,no,1.0,1.0,trump,paraphrased_linked,human interest,,positive,no,no,covid,non-primary source,neutral,Selected,2.0,cnn2020
241,177.0,2.0,2020,2020-10-06,https://www.cnn.com/2020/10/05/politics/biden-trump-coronavirus/index.html,cnn,soft news,attack,conflict,responsibility,negative,no,no,no,no,no,yes,no,no,no,no,1.0,0.0,trump,cited,human interest,,positive,no,no,covid,non-primary source,ctiticizes the tweet,Selected,0.0,cnn2020
242,178.0,2.0,2020,2020-10-05,https://www.cnn.com/politics/live-news/trump-covid-19-updates-sunday/h_f6f873bb3f03b44524d8c8385b6d17aa,cnn,soft news,covid,conflict,,negative,no,no,no,no,no,no,no,no,no,no,1.0,0.0,trump,cited,human interest,,positive,no,no,covid,trigger,ctiticizes the tweet,Selected,0.0,cnn2020
243,179.0,2.0,2020,2020-10-05,https://www.cnn.com/politics/live-news/trump-covid-19-updates-monday/index.html,cnn,soft news,covid,human interest,,positive,no,no,no,no,no,no,no,no,no,no,1.0,0.0,trump,cited,human interest,,positive,no,no,covid,trigger,neutral,Selected,0.0,cnn2020
244,180.0,2.0,2020,2020-10-05,https://www.cnn.com/2020/10/05/opinions/trump-covid-19-diagnosis-change-dantonio/index.html,cnn,editorial,covid,conflict,,negative,no,no,no,no,yes,no,yes,no,no,yes,1.0,0.0,trump,cited,human interest,,positive,no,no,covid,illustration,neutral,Selected,3.0,cnn2020
245,181.0,2.0,2020,2020-10-05,https://www.cnn.com/2020/10/05/investing/premarket-stocks-trading/index.html,cnn,soft news,policy issue,economic,,negative,no,no,no,no,yes,no,no,no,no,yes,1.0,0.0,trump,cited,economic,,positive,no,no,policy issue,illustration,neutral,Selected,2.0,cnn2020
246,182.0,2.0,2020,2023-10-04,https://www.cnn.com/2020/10/04/health/trump-covid-19-course-of-illness-timeline-bn/index.html,cnn,hard news,covid,human interest,,negative,no,no,no,no,yes,no,no,no,no,no,1.0,0.0,trump,cited_linked,human interest,,positive,no,no,covid,illustration,neutral,Selected,1.0,cnn2020
247,183.0,2.0,2020,2020-10-03,https://www.cnn.com/2020/10/03/politics/donald-trump-coronavirus-walter-reed/index.html,cnn,editorial,covid,conflict,,negative,no,yes,no,no,yes,no,no,no,no,no,1.0,0.0,trump,paraphrased,human interest,,positive,no,no,covid,non-primary source,neutral,Selected,1.0,cnn2020
248,184.0,2.0,2020,2022-10-03,https://www.cnn.com/2020/10/02/politics/trump-coronavirus-path/index.html,cnn,editorial,covid,conflict,,negative,no,no,no,no,yes,no,no,no,no,yes,1.0,0.0,trump,cited,human interest,,positive,no,no,covid,non-primary source,neutral,Selected,2.0,cnn2020
249,185.0,2.0,2020,2020-10-03,https://www.cnn.com/2020/10/02/politics/president-donald-trump-walter-reed-coronavirus/index.html,cnn,hard news,covid,human interest,,positive,no,no,no,no,yes,no,no,no,no,yes,1.0,0.0,trump,cited,human interest,,positive,no,no,covid,non-primary source,neutral,Selected,2.0,cnn2020
250,186.0,2.0,2020,2020-10-02,https://www.cnn.com/2020/10/01/politics/hope-hicks-positive-coronavirus/index.html,cnn,hard news,covid,human interest,,positive,no,no,no,no,yes,no,no,no,no,yes,1.0,0.0,trump,cited,human interest,,positive,no,no,covid,non-primary source,neutral,Selected,2.0,cnn2020
251,187.0,2.0,2020,2020-10-02,https://www.cnn.com/2020/10/02/politics/donald-trump-positive-coronavirus/index.html,cnn,soft news,covid,human interest,,positive,no,no,no,no,yes,no,yes,no,no,yes,1.0,2.0,biden,paraphrased,human interest,,positive,no,no,covid,non-primary source,neutral,Selected,3.0,cnn2020
252,188.0,2.0,2020,2020-10-02,https://www.cnn.com/2020/10/02/world/leaders-coronavirus-trump-johnson-bolsonaro-intl/index.html,cnn,soft news,covid,human interest,,negative,no,no,no,no,yes,yes,yes,no,no,no,1.0,1.0,biden,paraphrased,human interest,,positive,no,no,covid,non-primary source,neutral,Selected,2.0,cnn2020
253,189.0,2.0,2020,2020-10-01,https://www.cnn.com/2020/10/02/opinions/trump-debate-strategy-split-biden-left-weaver/index.html,cnn,editorial,horserace,conflict,,negative,no,no,no,no,yes,yes,no,no,yes,no,1.0,0.0,trump,cited_linked,conflict,,negative,no,no,attack,non-primary source,neutral,Selected,2.0,cnn2020
254,190.0,2.0,2020,2020-10-02,https://www.cnn.com/2020/10/02/media/hannity-fox-trump-covid/index.html,cnn,editorial,covid,conflict,,negative,no,no,no,no,no,no,no,no,yes,no,1.0,0.0,trump,paraphrased_linked,human interest,,positive,no,no,covid,non-primary source,neutral,Selected,1.0,cnn2020
255,191.0,2.0,2020,2020-10-02,https://www.cnn.com/2020/10/02/world/coronavirus-newsletter-10-02-20-intl/index.html,cnn,,,,,,,,,,no,no,no,no,no,no,,0.0,,,,,,,,,,,Selected,0.0,cnn2020
256,192.0,2.0,2020,2020-09-30,https://www.cnn.com/2020/09/30/politics/trump-pennsylvania-poll-watchers-false-claim/index.html,cnn,editorial,horserace,conflict,,negative,no,yes,yes,no,no,no,no,no,no,yes,1.0,1.0,trump,linked,conflict,,negative,yes,no,horserace,trigger,ctiticizes the tweet,Selected,1.0,cnn2020
257,193.0,2.0,2020,2020-09-29,https://www.cnn.com/politics/live-news/us-election-news-09-29-20/index.html,cnn,soft news,horserace,conflict,,negative,no,yes,yes,no,yes,no,no,no,no,no,1.0,0.0,trump,paraphrased,conflict,,negative,yes,no,horserace,trigger,ctiticizes the tweet,Selected,1.0,cnn2020
258,194.0,2.0,2020,2020-09-28,https://www.cnn.com/2020/09/28/politics/tom-ridge-colin-powell-biden-christine-todd-whitman/index.html,cnn,editorial,attack,conflict,,negative,no,no,no,no,yes,no,yes,no,yes,yes,1.0,0.0,trump,cited_linked,conflict,,negative,no,no,attack,non-primary source,neutral,Selected,4.0,cnn2020
259,195.0,2.0,2020,2020-09-28,https://www.cnn.com/2020/09/28/politics/biden-taxes/index.html,cnn,,,,,,,,,,no,no,no,no,no,no,,0.0,,,,,,,,,,,Selected,0.0,cnn2020
260,196.0,2.0,2020,2020-10-16,https://www.cnn.com/2020/10/16/politics/russian-disinformation-investigation/index.html,cnn,editorial,attack,conflict,,negative,no,yes,yes,no,no,no,no,no,no,no,1.0,0.0,trump,paraphrased_linked,conflict,,negative,no,no,media,non-primary source,neutral,Selected,0.0,cnn2020
261,197.0,2.0,2020,2020-10-07,https://www.cnn.com/2020/10/06/politics/donald-trump-coronavirus-white-house/index.html,cnn,editorial,covid,conflict,economic,negative,no,,no,no,yes,no,yes,no,no,no,2.0,0.0,trump,cited,economic,,positive,no,no,policy issue,illustration,neutral,Selected,2.0,cnn2020
262,197.0,2.0,2020,2020-10-07,https://www.cnn.com/2020/10/06/politics/donald-trump-coronavirus-white-house/index.html,cnn,,,,,,,,,,no,no,no,no,no,no,,0.0,trump,cited,human interest,,positive,no,no,covid,illustration,neutral,Selected,0.0,cnn2020
263,198.0,2.0,2020,2020-10-16,https://www.cnn.com/2020/10/16/politics/trump-russia-declassification-lawsuit/index.html,cnn,editorial,policy issue,conflict,,negative,no,no,yes,no,yes,no,no,no,no,yes,1.0,0.0,trump,embedded_cited,conflict,,negative,no,no,attack,trigger,neutral,Selected,2.0,cnn2020
264,1601.0,1.0,2016,,https://money.cnn.com/2016/09/19/media/donald-trump-joe-scarborough-mika-brzezinski-peace-talks/,cnn,soft news,media,conflict,,negative,no,no,no,yes,no,no,no,no,yes,yes,3.0,0.0,trump,cited,conflict,,negative,no,no,attack,illustration,amplifies the tweet,,,cnn2016
265,1601.0,1.0,2016,,https://money.cnn.com/2016/09/19/media/donald-trump-joe-scarborough-mika-brzezinski-peace-talks/,cnn,,,,,,,,,,no,no,no,no,no,no,,,trump,cited,conflict,,negative,yes,no,attack,illustration,amplifies the tweet,,,cnn2016
266,1601.0,1.0,2016,,https://money.cnn.com/2016/09/19/media/donald-trump-joe-scarborough-mika-brzezinski-peace-talks/,cnn,,,,,,,,,,no,no,no,no,no,no,,,trump,cited,conflict,,negative,yes,no,attack,illustration,amplifies the tweet,,,cnn2016
267,1602.0,1.0,2016,,https://money.cnn.com/2016/09/27/investing/prison-stocks-hillary-clinton-debate-corrections-corporation-america-geo-group/,cnn,hard news,policy issue,economic,,3.0,no,no,no,no,yes,yes,no,no,no,no,1.0,0.0,biden,cited_paraphrased,morality,,3.0,no,no,policy issue,non-primary source,neutral,,,cnn2016
268,1603.0,1.0,2016,,https://money.cnn.com/2016/09/30/media/donald-trump-press-conferences/index.html,cnn,soft news,media,conflict,,negative,no,no,no,no,yes,yes,no,no,yes,yes,1.0,1.0,trump,cited,conflict,,negative,no,no,media,non-primary source,neutral,,,cnn2016
269,1604.0,1.0,2016,,https://money.cnn.com/2016/10/16/media/donald-trump-snl/index.html,cnn,soft news,media,conflict,,negative,no,yes,no,no,no,no,no,no,no,no,2.0,0.0,trump,cited_paraphrased,conflict,,negative,yes,no,media,trigger,ctiticizes the tweet,,,cnn2016
270,1604.0,1.0,2016,,https://money.cnn.com/2016/10/16/media/donald-trump-snl/index.html,cnn,,,,,,,,,,no,no,no,no,no,no,,,trump,cited,human interest,,positive,no,no,media,non-primary source,neutral,,,cnn2016
271,1605.0,1.0,2016,,https://money.cnn.com/2016/10/20/technology/troll-trump-fundraising-tool/index.html,cnn,hard news,campaign event or info,economic,conflict,negative,no,no,no,no,no,no,no,no,no,no,3.0,0.0,trump,cited,conflict,,negative,yes,no,attack,illustration,amplifies the tweet,,,cnn2016
272,1605.0,1.0,2016,,https://money.cnn.com/2016/10/20/technology/troll-trump-fundraising-tool/index.html,cnn,,,,,,,,,,no,no,no,no,no,no,,,trump,cited,conflict,,negative,yes,no,attack,illustration,amplifies the tweet,,,cnn2016
273,1605.0,1.0,2016,,https://money.cnn.com/2016/10/20/technology/troll-trump-fundraising-tool/index.html,cnn,,,,,,,,,,no,no,no,no,no,no,,,biden,cited,economic,,3.0,no,no,campaign event or info,illustration,amplifies the tweet,,,cnn2016
274,1606.0,1.0,2016,,https://money.cnn.com/2016/10/24/media/donald-trump-new-york-times-insult-spread/,cnn,soft news,media,conflict,,negative,no,no,no,no,no,no,no,no,no,no,1.0,0.0,trump,cited,conflict,,negative,no,no,attack,non-primary source,ctiticizes the tweet,,,cnn2016
275,1607.0,1.0,2016,,https://money.cnn.com/2016/10/30/media/facebook-fake-news-plague/index.html,cnn,soft news,media,responsibility,conflict,negative,no,yes,yes,no,yes,no,no,no,yes,no,1.0,0.0,trump,cited_linked,conflict,,negative,yes,no,attack,illustration,ctiticizes the tweet,,,cnn2016
276,1608.0,1.0,2016,,https://money.cnn.com/2016/11/03/news/companies/trump-cubs-ricketts-family/index.html,cnn,soft news,other,conflict,economic,negative,no,no,no,no,no,yes,yes,no,no,no,2.0,1.0,trump,cited_paraphrased,conflict,,negative,yes,no,attack,trigger,ctiticizes the tweet,,,cnn2016
277,1608.0,1.0,2016,,https://money.cnn.com/2016/11/03/news/companies/trump-cubs-ricketts-family/index.html,cnn,,,,,,,,,,no,no,no,no,no,no,,,biden,cited,human interest,,positive,no,no,other,non-primary source,neutral,,,cnn2016
278,1609.0,1.0,2016,,https://www.cnn.com/2016/05/31/politics/donald-trump-political-attacks-hit-back-harder/index.html,cnn,soft news,attack,conflict,,negative,no,yes,no,no,no,no,no,no,no,no,8.0,0.0,trump,embedded_paraphrased,conflict,,negative,no,no,attack,trigger,amplifies the tweet,,,cnn2016
279,1609.0,1.0,2016,,https://www.cnn.com/2016/05/31/politics/donald-trump-political-attacks-hit-back-harder/index.html,cnn,,,,,,,,,,no,no,no,no,no,no,,,trump,cited_linked,conflict,,negative,no,no,attack,trigger,amplifies the tweet,,,cnn2016
280,1609.0,1.0,2016,,https://www.cnn.com/2016/05/31/politics/donald-trump-political-attacks-hit-back-harder/index.html,cnn,,,,,,,,,,no,no,no,no,no,no,,,trump,embedded_paraphrased,conflict,,negative,yes,yes,media,trigger,amplifies the tweet,,,cnn2016
281,1609.0,1.0,2016,,https://www.cnn.com/2016/05/31/politics/donald-trump-political-attacks-hit-back-harder/index.html,cnn,,,,,,,,,,no,no,no,no,no,no,,,trump,embedded_cited,conflict,,negative,no,no,attack,trigger,amplifies the tweet,,,cnn2016
282,1609.0,1.0,2016,,https://www.cnn.com/2016/05/31/politics/donald-trump-political-attacks-hit-back-harder/index.html,cnn,,,,,,,,,,no,no,no,no,no,no,,,trump,embedded_cited,conflict,,negative,yes,no,attack,trigger,amplifies the tweet,,,cnn2016
283,1609.0,1.0,2016,,https://www.cnn.com/2016/05/31/politics/donald-trump-political-attacks-hit-back-harder/index.html,cnn,,,,,,,,,,no,no,no,no,no,no,,,trump,cited_linked,conflict,,negative,no,no,attack,trigger,amplifies the tweet,,,cnn2016
284,1609.0,1.0,2016,,https://www.cnn.com/2016/05/31/politics/donald-trump-political-attacks-hit-back-harder/index.html,cnn,,,,,,,,,,no,no,no,no,no,no,,,trump,embedded_cited,conflict,,negative,no,yes,attack,trigger,amplifies the tweet,,,cnn2016
285,1609.0,1.0,2016,,https://www.cnn.com/2016/05/31/politics/donald-trump-political-attacks-hit-back-harder/index.html,cnn,,,,,,,,,,no,no,no,no,no,no,,,trump,cited_linked,conflict,,negative,no,no,attack,trigger,amplifies the tweet,,,cnn2016
286,1609.0,1.0,2016,,https://www.cnn.com/2016/05/31/politics/donald-trump-political-attacks-hit-back-harder/index.html,cnn,,,,,,,,,,no,no,no,no,no,no,,,trump,cited_linked,conflict,,negative,yes,no,attack,trigger,amplifies the tweet,,,cnn2016
287,1610.0,1.0,2016,,https://www.cnn.com/2016/06/13/politics/donald-trump-takes-credit-for-things/index.html,cnn,soft news,character traits,conflict,,negative,no,yes,yes,no,yes,no,no,no,yes,yes,6.0,0.0,trump,embedded_cited,conflict,,negative,yes,no,policy issue,trigger,ctiticizes the tweet,,,cnn2016
288,1610.0,1.0,2016,,https://www.cnn.com/2016/06/13/politics/donald-trump-takes-credit-for-things/index.html,cnn,,,,,,,,,,no,no,no,no,no,no,,,trump,embedded,conflict,,negative,no,no,policy issue,trigger,ctiticizes the tweet,,,cnn2016
289,1610.0,1.0,2016,,https://www.cnn.com/2016/06/13/politics/donald-trump-takes-credit-for-things/index.html,cnn,,,,,,,,,,no,no,no,no,no,no,,,trump,embedded_cited,responsibility,,negative,yes,no,policy issue,trigger,ctiticizes the tweet,,,cnn2016
290,1610.0,1.0,2016,,https://www.cnn.com/2016/06/13/politics/donald-trump-takes-credit-for-things/index.html,cnn,,,,,,,,,,no,no,no,no,no,no,,,trump,embedded_cited,responsibility,,negative,yes,no,policy issue,trigger,ctiticizes the tweet,,,cnn2016
291,1727.0,1.0,2016,,https://www.foxnews.com/tech/google-social-media-both-big-winners-in-third-presidential-debate,fox,hard news,horserace,conflict,,negative,no,no,no,no,yes,no,no,no,yes,yes,1.0,6.0,trump,embedded,human interest,,3.0,no,no,other,non-primary source,neutral,,,fox2016
292,1728.0,1.0,2016,,https://www.foxnews.com/tech/pence-dominated-twitter-during-vice-presidential-debate,fox,hard news,horserace,conflict,,3.0,no,no,no,no,yes,no,no,no,yes,yes,1.0,5.0,trump,embedded_cited,human interest,,positive,no,no,horserace,non-primary source,neutral,,,fox2016
293,1729.0,1.0,2016,,https://www.foxnews.com/transcript/the-republican-civil-war-heats-up,fox,soft news,attack,conflict,morality,negative,no,no,no,no,no,no,yes,no,yes,no,2.0,0.0,trump,cited,conflict,,negative,no,no,attack,non-primary source,neutral,,,fox2016
294,1729.0,1.0,2016,,https://www.foxnews.com/transcript/the-republican-civil-war-heats-up,fox,,,,,,,,,,no,no,no,no,no,no,,,trump,paraphrased,conflict,,negative,no,no,attack,non-primary source,neutral,,,fox2016
295,1730.0,1.0,2016,,https://www.foxnews.com/us/the-latest-adelsons-spend-big-in-effort-to-defeat-clinton,fox,soft news,attack,conflict,,negative,no,yes,no,no,no,no,no,no,no,yes,1.0,0.0,trump,paraphrased,conflict,,negative,no,yes,attack,non-primary source,neutral,,,fox2016
296,1730.0,1.0,2016,,https://www.foxnews.com/us/the-latest-adelsons-spend-big-in-effort-to-defeat-clinton,fox,soft news,attack,conflict,,negative,no,yes,no,no,no,no,no,no,no,yes,1.0,0.0,trump,paraphrased,conflict,,negative,no,yes,attack,non-primary source,neutral,,,fox2016
297,1611.0,1.0,2016,,https://www.cnn.com/2016/06/23/politics/donald-trump-scotland-golf-course-business-conflicts/index.html,cnn,editorial,character traits,economic,conflict,negative,no,no,no,no,yes,yes,yes,no,yes,yes,2.0,0.0,biden,cited,conflict,,negative,no,no,attack,non-primary source,neutral,,,cnn2016
298,1611.0,1.0,2016,,https://www.cnn.com/2016/06/23/politics/donald-trump-scotland-golf-course-business-conflicts/index.html,cnn,,,,,,,,,,no,no,no,no,no,no,,,trump,paraphrased,conflict,economic,negative,no,no,attack,non-primary source,neutral,,,cnn2016
299,1612.0,1.0,2016,,https://www.cnn.com/2016/09/06/politics/donald-trump-north-carolina-rally/index.html,cnn,soft news,attack,conflict,,negative,no,yes,yes,no,no,no,no,no,no,no,1.0,0.0,trump,paraphrased,conflict,,negative,yes,no,attack,illustration,ctiticizes the tweet,,,cnn2016
300,1614.0,1.0,2016,,https://www.cnn.com/2016/09/07/politics/hillary-clinton-donald-trump-presidential-forum/index.html,cnn,hard news,policy issue,conflict,,negative,no,no,no,no,no,yes,no,no,no,no,1.0,0.0,trump,paraphrased,conflict,responsibility,negative,yes,no,attack,non-primary source,ctiticizes the tweet,,,cnn2016
301,1615.0,1.0,2016,,https://www.cnn.com/2016/09/07/politics/reince-priebus-donald-trump-2016-election/index.html,cnn,soft news,attack,conflict,,negative,no,no,no,no,no,no,yes,no,no,yes,1.0,2.0,biden,embedded_cited,conflict,,negative,no,no,character traits,illustration,neutral,,,cnn2016
302,1616.0,1.0,2016,,https://www.cnn.com/2016/09/08/opinions/trump-gender-sexism-drexler/index.html,cnn,soft news,policy issue,conflict,,negative,no,no,no,no,no,yes,yes,no,no,no,1.0,0.0,trump,paraphrased,conflict,,negative,yes,no,policy issue,non-primary source,ctiticizes the tweet,,,cnn2016
303,1617.0,1.0,2016,,https://www.cnn.com/2016/09/08/politics/donald-trump-hillary-clinton-isis-putin-forum/index.html,cnn,hard news,policy issue,conflict,,negative,no,no,no,no,no,yes,no,no,no,no,1.0,0.0,trump,cited_paraphrased,conflict,responsibility,negative,no,no,policy issue,non-primary source,ctiticizes the tweet,,,cnn2016
304,1618.0,1.0,2016,,https://www.cnn.com/2016/09/08/politics/donald-trump-hillary-clinton-national-security-forum/index.html,cnn,soft news,attack,conflict,,negative,no,no,no,no,no,yes,no,no,yes,no,1.0,0.0,trump,paraphrased,conflict,,negative,no,no,attack,non-primary source,ctiticizes the tweet,,,cnn2016
305,1619.0,1.0,2016,,https://www.cnn.com/2016/09/08/politics/donald-trump-military-sexual-assault/index.html,cnn,soft news,policy issue,conflict,responsibility,negative,no,no,no,no,no,no,no,no,no,no,1.0,0.0,trump,embedded_paraphrased,conflict,responsibility,negative,no,no,policy issue,illustration,ctiticizes the tweet,,,cnn2016
306,1620.0,1.0,2016,,https://www.cnn.com/2016/09/08/politics/hillary-clinton-donald-trump-2016-election/index.html,cnn,soft news,policy issue,conflict,responsibility,negative,no,no,no,no,no,no,no,no,no,no,1.0,0.0,trump,embedded_paraphrased,conflict,responsibility,negative,no,no,policy issue,illustration,ctiticizes the tweet,,,cnn2016
307,1621.0,1.0,2016,,https://www.cnn.com/2016/09/08/us/five-things-thursday/index.html,cnn,soft news,campaign event or info,conflict,,negative,no,no,no,no,no,no,no,no,no,no,1.0,,trump,paraphrased,conflict,responsibility,negative,no,no,policy issue,illustration,neutral,,,cnn2016
308,1622.0,1.0,2016,,https://www.cnn.com/2016/09/09/politics/donald-trump-birther/index.html,cnn,editorial,attack,conflict,,negative,no,yes,yes,no,no,yes,no,no,no,no,2.0,0.0,trump,embedded_cited,conflict,,negative,yes,no,attack,illustration,ctiticizes the tweet,,,cnn2016
309,1622.0,1.0,2016,,https://www.cnn.com/2016/09/09/politics/donald-trump-birther/index.html,cnn,,,,,,,,,,no,no,no,no,no,no,,,,embedded_cited,conflict,,negative,yes,no,attack,illustration,ctiticizes the tweet,,,cnn2016
310,1623.0,1.0,2016,,https://www.cnn.com/2016/09/09/politics/donald-trump-military-sexual-assault/index.html,cnn,editorial,policy issue,conflict,responsibility,negative,no,no,no,no,yes,no,no,no,no,yes,1.0,0.0,trump,cited_paraphrased,conflict,,negative,no,no,policy issue,trigger,ctiticizes the tweet,,,cnn2016
311,1624.0,1.0,2016,,https://www.cnn.com/2016/09/12/politics/hillary-clinton-health-robby-mook-tim-kaine/index.html,cnn,,,,,,,,,,no,no,no,no,no,no,1.0,0.0,trump,cited,conflict,,negative,no,no,attack,non-primary source,neutral,,,cnn2016
312,1625.0,1.0,2016,,https://www.cnn.com/2016/09/14/politics/donald-trump-boomerang-insult/index.html,cnn,editorial,attack,conflict,responsibility,negative,no,yes,yes,no,no,yes,no,no,no,no,2.0,0.0,biden,embedded_cited,conflict,,negative,no,yes,attack,non-primary source,neutral,,,cnn2016
313,1625.0,1.0,2016,,https://www.cnn.com/2016/09/14/politics/donald-trump-boomerang-insult/index.html,cnn,,,,,,,,,,no,no,no,no,no,no,,,pence,embedded_cited,conflict,,negative,no,yes,attack,non-primary source,neutral,,,cnn2016
314,1627.0,1.0,2016,,https://www.cnn.com/2016/09/19/politics/reality-check-donald-trump-chris-christie/index.html,cnn,editorial,attack,conflict,,negative,no,yes,yes,no,no,no,yes,no,yes,no,4.0,0.0,trump,cited,conflict,,negative,yes,yes,attack,illustration,ctiticizes the tweet,,,cnn2016
315,1627.0,1.0,2016,,https://www.cnn.com/2016/09/19/politics/reality-check-donald-trump-chris-christie/index.html,cnn,,,,,,,,,,no,no,no,no,no,no,,,trump,cited,conflict,,negative,yes,yes,attack,illustration,ctiticizes the tweet,,,cnn2016
316,1627.0,1.0,2016,,https://www.cnn.com/2016/09/19/politics/reality-check-donald-trump-chris-christie/index.html,cnn,,,,,,,,,,no,no,no,no,no,no,,,trump,cited,conflict,,negative,yes,yes,attack,illustration,ctiticizes the tweet,,,cnn2016
317,1627.0,1.0,2016,,https://www.cnn.com/2016/09/19/politics/reality-check-donald-trump-chris-christie/index.html,cnn,,,,,,,,,,no,no,no,no,no,no,,,trump,cited,conflict,,negative,yes,yes,attack,illustration,ctiticizes the tweet,,,cnn2016
